"communityname","population","state","medIncome","medIncomein000s","PctRecImmig5","PctNotHSGrad","PctUnemployed","PopDens","LemasSwornFT","PctFam2Par","PctPopUnderPov","PctVacMore6Mos","PctShelter","MedYrHousBuilt","new_murdPerPop","new_rapesPerPop","new_robbbPerPop","new_assaultPerPop","new_burglPerPop","new_larcPerPop","new_autoTheftPerPop","new_arsonsPerPop","calc_ViolentCrimesPerPop","calc_nonViolPerPop","totCrimesPerPop"
"Corsicanacity",22911,"TX",21238,21.238,1.26,35.92,8.15,1062.7,NA,67.01,21.04,60.63,0.0218235781938807,1963,0,119.98,162.83,398.51,1641.17,5257.75,252.82,89.99,681.32,7241.73,7923.05
"Wabashcity",12127,"IN",25141,25.141,0.26,31.91,6.72,2204.9,NA,75.76,11.79,41.8,0.115444875072153,1950,0,16.18,8.09,169.92,590.66,1537.34,194.19,8.09,194.19,2330.28,2524.47
"Woostercity",22191,"OH",27148,27.148,0.89,20.68,5.93,1813.5,NA,73.14,12.69,27.16,0,1959,0,35.33,30.91,119.24,649.18,3170.82,128.07,30.91,185.48,3978.98,4164.46
"LosAngelescity",3485398,"CA",30925,30.925,12.32,33,8.34,7168.1,8295,65.54,18.86,21.03,0.131893115219553,1959,31.04,51.15,1108.27,1224.31,1449.19,3435.8,1724.19,147.68,2414.77,6756.86,9171.63
"Harrisontown",13425,"NJ",33969,33.969,11.62,42.64,7.53,10587.5,NA,78.15,11.55,41.22,0,1947,0,37.76,249.24,294.56,1268.88,2084.59,1827.79,7.55,581.56,5188.81,5770.37
"Swanseatown",15411,"MA",40117,40.117,0.28,26.72,4.6,644.9,NA,87.21,4.92,55.71,0,1956,0,0,98.5,98.5,123.12,1422.06,350.9,178.53,197,2074.61,2271.61
"Superiorcity",27134,"WI",20905,20.905,0.2,22.68,9.73,709,NA,64.68,17.1,38.36,0.0479103707525614,1939,3.6,61.22,54.02,154.85,1249.64,5052.58,360.13,104.44,273.69,6766.79,7040.48
"Monroecity",22902,"MI",29088,29.088,0.75,30.11,7.38,2458.4,NA,69.43,15.39,35.61,0.0611300323115885,1947,0,26.92,93.43,399.2,849.37,3129.91,237.82,55.21,519.55,4272.31,4791.86
"Madisontownship",18749,"OH",35575,35.575,0.34,22.08,4.98,401.2,NA,81.33,4.1,27.27,0,1966,0,23.62,9.45,207.85,415.7,1521.09,99.2,42.51,240.92,2078.5,2319.42
"Seasidecity",38901,"CA",28655,28.655,6.35,22.08,4.37,4254.3,NA,76.63,12.22,12.56,0.0539831880928511,1963,18.55,27.82,374.07,664.67,673.94,2609.21,262.78,64.92,1085.11,3610.85,4695.96
"Grapevinecity",29202,"TX",48901,48.901,0.64,10.57,3.09,901.6,NA,83.43,4.24,28.04,0,1983,0,42.82,40.14,208.73,561.96,2076.59,184.65,37.46,291.69,2860.66,3152.35
"Columbiacity",69101,"MO",22059,22.059,3.37,12.8,4.91,1504.7,NA,70.25,22.42,26.67,0.0824879524174759,1969,1.34,40.15,144.55,401.52,764.22,4727.17,222.17,40.15,587.56,5753.71,6341.27
"Lebanoncity",10950,"OR",20711,20.711,0.1,27.85,10.38,2193.5,NA,69.32,18.76,37.39,0,1964,0,8.34,16.68,625.47,1109.17,7789.18,316.9,0,650.49,9215.25,9865.74
"WestChesterborough",18041,"PA",31262,31.262,0.6,19.48,5.7,9469.3,NA,57.91,17.07,33.43,0.0332575799567651,1939,0,21.17,153.46,291.04,624.4,3455.39,291.04,31.75,465.67,4402.58,4868.25
"Eatontownborough",13800,"NJ",36864,36.864,2.55,14.77,4.16,2251.7,NA,81.05,5.14,26.27,0.369565217391304,1966,0,0,99.36,122.29,565.58,4532.25,313.36,0,221.65,5411.19,5632.84
"Parkersburgcity",33862,"WV",20461,20.461,0.12,30.81,8.01,2926.2,NA,67.27,18.99,54.58,0.0118126513495954,1951,9.03,36.13,54.2,117.43,1044.87,2469.14,198.74,111.41,216.79,3824.16,4040.95
"Spokanecity",177196,"WA",22192,22.192,0.8,16.79,8.12,3058.9,240,63.8,17.34,35.03,0.146165827671054,1952,6.63,57.16,180.65,550.63,1377.35,5595.64,372.53,37.76,795.07,7383.28,8178.35
"Durangocity",12430,"CO",22996,22.996,0.75,15.88,6.45,2561.8,NA,70.24,18.78,19.31,0.514883346741754,1959,7.09,70.93,63.84,219.89,851.18,6554.12,248.26,0,361.75,7653.56,8015.31
"Aberdeencity",16565,"WA",21762,21.762,0.57,26.57,10.96,1510.9,NA,66.09,18.3,43.53,0.126773317235134,1942,5.84,163.47,116.76,239.36,1155.93,7204.16,245.2,157.63,525.43,8762.92,9288.35
"Sumtercity",41943,"SC",21221,21.221,0.46,22.13,5.4,1780,NA,68.18,20.71,54.55,0.073909830007391,1964,11.66,51.31,417.46,981.86,1889.08,3778.16,396.47,4.66,1462.29,6068.37,7530.66
"Burrillvilletown",16230,"RI",37156,37.156,0.07,29.43,6.21,281.9,NA,85.45,5.55,53.65,0,1964,0,5.97,0,83.64,376.37,716.89,53.77,5.97,89.61,1153,1242.61
"AnnArborcity",109592,"MI",33344,33.344,4.57,6.08,3.81,4085,170,75.87,16.08,27.33,0.177932695817213,1963,1.83,26.92,117.89,307.06,1006.18,3684.75,237.61,31.99,453.7,4960.53,5414.23
"Derrytown",29603,"NH",43419,43.419,0.33,13.71,5.47,798.4,NA,83.82,3.79,28.68,0,1978,0,133.72,23.4,70.2,852.44,2012.44,340.98,103.63,227.32,3309.49,3536.81
"Daniacity",13024,"FL",23269,23.269,2.42,39.4,8.89,2442.6,NA,49.89,20.64,42.52,0.11517199017199,1971,28.26,141.32,989.26,1490.96,3794.52,10005.65,2070.38,49.46,2649.8,15920.01,18569.81
"Salemcity",12233,"OH",23684,23.684,0.17,26.28,5.19,2570,NA,75.67,13.85,49.14,0,1946,0,0,0,46.52,31.01,690.08,77.54,7.75,46.52,806.38,852.9
"Greendalevillage",15128,"WI",44735,44.735,0.19,10.83,2.38,2608.5,NA,83.29,2.32,58.24,0,1966,6.78,6.78,33.92,27.13,156.02,4382.04,244.2,0,74.61,4782.26,4856.87
"UnionCitycity",58012,"NJ",25655,25.655,13.41,49.46,10.87,44229.9,161,59.81,18.18,36.21,0.325794663173137,1940,1.77,40.64,507.07,321.55,1590.11,2068.9,950.53,12.37,871.03,4621.91,5492.94
"FosterCitycity",28176,"CA",60462,60.462,6.21,4.96,3.4,7232,NA,82.87,2.95,10.24,0,1975,3.38,3.38,57.39,121.54,374.75,1775.83,216.07,20.26,185.69,2386.91,2572.6
"Flintcity",140761,"MI",20176,20.176,0.08,30.71,18.29,4015.8,311,42.57,30.58,45.28,0.0589651963256868,1953,34.55,26.92,747.84,1804.45,2896.34,5542.92,1660.5,243.28,2613.76,10343.04,12956.8
"NewBrunswickcity",41711,"NJ",28289,28.289,6.32,34,8.85,7709.4,124,50.14,21.96,31.01,0.251732156984968,1949,12.05,43.39,749.76,696.72,1921.41,4722.76,812.44,45.81,1501.92,7502.42,9004.34
"Houmacity",30495,"LA",19397,19.397,0.03,37.41,8.38,2172,NA,67.57,26.41,60.51,0.190195113953107,1962,15.87,44.43,247.56,1142.6,939.47,2716.86,311.04,12.7,1450.46,3980.07,5430.53
"EastPaloAltocity",23451,"CA",29206,29.206,11.25,39.39,10.6,8883,NA,56.09,17.55,37.44,0.243059997441474,1958,15.4,42.35,746.87,1539.94,1412.9,1493.74,1131.86,142.44,2344.56,4180.94,6525.5
"Brentwoodcity",16392,"TN",70287,70.287,0.82,4.95,3.1,544.6,NA,92.24,1.39,26.05,0,1979,4.63,37.07,9.27,13.9,393.92,1839.84,101.96,0,64.87,2335.72,2400.59
"LeagueCitycity",30159,"TX",45043,45.043,0.9,10.8,3.09,566.3,NA,84.23,4.92,37.36,0,1981,0,23.81,37.04,68.79,881,2338.75,243.4,0,129.64,3463.15,3592.79
"NewIberiacity",31828,"LA",18506,18.506,0.24,42.88,13.03,3024.3,NA,64.43,28.67,53.16,0.00628377529219555,1962,5.91,47.24,144.68,147.63,1558.99,4121.88,253.93,21.08,345.46,5955.88,6301.34
"Astontownship",15080,"PA",44083,44.083,0.17,19.5,3.4,2534.6,NA,84.63,3.15,33.33,0,1961,0,32.6,39.12,195.61,339.05,1421.4,208.65,39.12,267.33,2008.22,2275.55
"GloucesterCitycity",12649,"NJ",28998,28.998,0.06,36.6,5.92,5549.8,NA,68.56,9.18,72.37,0.205549845837616,1939,0,40.23,56.32,64.37,836.82,2003.54,313.81,0,160.92,3154.17,3315.09
"Shalertownship",30533,"PA",36972,36.972,0.46,17.7,3.8,2653.4,NA,88.04,2.95,34.84,0,1958,0,3.22,12.88,64.4,148.12,943.46,141.68,3.22,80.5,1236.48,1316.98
"Arnoldcity",18828,"MO",34179,34.179,0.04,28.19,5.69,1615.9,NA,77.99,5.38,29.19,0,1968,4.94,9.87,49.37,335.69,488.72,2473.22,153.03,19.75,399.87,3134.72,3534.59
"Goshentownship",12697,"OH",31617,31.617,0.07,37.21,5.71,355.3,NA,82.92,8.41,43.08,0,1973,0,7.67,7.67,53.66,498.31,1065.62,122.66,7.67,69,1694.26,1763.26
"Chestercity",41856,"PA",20864,20.864,0.25,37.84,12.4,8345.8,NA,40.76,25.16,59.85,0.269973241590214,1944,70.83,134.07,1360.92,3311.24,2423.35,3779.22,2410.71,156.83,4877.06,8770.11,13647.17
"UnionCitycity",10513,"TN",20745,20.745,0,35.01,7.56,1158.3,NA,69.47,17.18,45.07,0,1962,9.1,63.69,109.19,737.03,2420.38,6424.02,282.07,63.69,919.01,9190.16,10109.17
"Tampacity",280015,"FL",22772,22.772,1.25,29.37,6.54,2487.1,824,58.62,19.44,31.03,0.15106333589272,1963,14.83,85.21,1022.83,2112.58,3100.23,6393.64,2922.91,73.82,3235.45,12490.6,15726.05
"Dallascity",1006877,"TX",27489,27.489,3.45,26.55,7.43,2838.4,2635,63.68,17.97,33.53,0.119180396413862,1968,30.42,95.96,712.03,905.78,2012.79,5199.46,1675.96,127.05,1744.19,9015.26,10759.45
"Searcycity",15180,"AR",20859,20.859,0.86,28.18,5.51,1076,NA,75.13,17.5,23.8,0,1972,0,32.78,21.86,21.86,595.56,3169.05,234.95,0,76.5,3999.56,4076.06
"Bellinghamcity",52179,"WA",24714,24.714,1.61,14.77,4.73,2287.7,NA,69.13,16.68,26.05,0.251058855094962,1962,3.44,77.51,75.78,182.57,11881.02,5475.46,449.54,53.39,339.3,17859.41,18198.71
"BullheadCitycity",21951,"AZ",24814,24.814,0.75,27.56,6.64,491.9,NA,70,12.8,21.86,0.0364448088925334,1979,3.56,32,113.76,657.68,2008.6,4607.34,657.68,67.55,807,7341.17,8148.17
"CulverCitycity",38793,"CA",42971,42.971,4.52,15.85,4.13,7336,NA,69.39,6.68,20.72,0.216533910757095,1958,10.13,17.73,772.48,131.7,1028.29,3672.47,1187.85,2.53,932.04,5891.14,6823.18
"Newbergcity",13086,"OR",26974,26.974,1.6,20.89,4.35,3015.2,NA,72.8,10.71,21.37,0.137551581843191,1972,0,33.58,20.15,181.32,611.11,3539.05,188.03,40.29,235.05,4378.48,4613.53
"Readingcity",78380,"PA",22112,22.112,1.24,41.57,8.63,7732.5,158,55.5,19.41,42.15,0.219443735646849,1939,7.66,53.59,708.13,426.16,1940.67,4289.63,746.41,66.35,1195.54,7043.06,8238.6
"Rustoncity",20027,"LA",17826,17.826,1.48,21.53,10.69,1118.3,NA,65.83,30.26,41.98,0,1968,0,4.94,187.67,1101.34,1437.18,7501.98,158.04,19.76,1293.95,9116.96,10410.91
"Richmondcity",87425,"CA",32165,32.165,3.94,23.31,9.43,2838.8,179,54.71,16.1,26.02,0.212753788961967,1957,58.83,92.77,1105.38,1982.21,2435.91,4283.48,1651.85,126.72,3239.19,8497.96,11737.15
"Methuentown",39990,"MA",37701,37.701,0.78,26.02,7.65,1722.8,NA,77.91,7.2,31.49,0,1959,4.86,48.56,104.4,206.38,626.41,2435.23,1600.02,19.42,364.2,4681.08,5045.28
"Florissantcity",51206,"MO",36809,36.809,0.17,19.75,3.5,4843.5,NA,80.26,3.29,20.65,0,1961,0,11.57,71.37,96.44,395.4,2034.87,208.31,21.22,179.38,2659.8,2839.18
"WestFargocity",12287,"ND",29661,29.661,0,14.45,4.1,1674.9,NA,79.91,7.44,24.31,0,1973,0,28.91,0,14.46,520.42,2486.45,209.61,43.37,43.37,3259.85,3303.22
"Douglascity",12822,"AZ",14994,14.994,8.72,51.9,19.22,2616.7,NA,63.83,43.13,43.99,0,1952,0,0,35.15,126.54,1103.69,4759.23,991.21,0,161.69,6854.13,7015.82
"Selmacity",23755,"AL",15917,15.917,0.37,39.46,10.89,1647.8,NA,50.33,35.71,49.21,0.117869922121659,1963,32.2,156.97,338.1,2740.99,2374.72,7430.07,527.27,21.08,3268.26,10353.14,13621.4
"Nortoncity",11475,"OH",34198,34.198,0.23,22.93,5.33,552.6,NA,85.26,5.4,58.41,0,1957,0,0,42.25,126.74,574.57,2036.33,84.5,33.8,168.99,2729.2,2898.19
"Missioncity",28653,"TX",17489,17.489,3.9,47.39,12.14,1990.9,NA,74.52,37.33,24.29,0,1977,0,5.11,30.64,143,1164.45,3988.76,515.83,40.86,178.75,5709.9,5888.65
"Middletownship",14771,"NJ",30524,30.524,0.97,30.12,7.94,200,NA,76.66,7.99,58.99,0.182790603208991,1968,0,66.14,19.84,145.5,1071.43,2830.69,99.21,26.46,231.48,4027.79,4259.27
"MountLaureltownship",30270,"NJ",50843,50.843,0.48,10.1,2.55,1339.6,NA,84.86,1.99,21.07,0,1983,0,12.91,32.27,58.09,645.49,1236.12,261.43,6.45,103.27,2149.49,2252.76
"Greeleycity",60536,"CO",23462,23.462,1.62,23.42,5.67,2057.1,NA,72.39,19.46,29.91,0.176754328003172,1970,4.56,30.4,38,130.73,1026.05,5095.31,259.93,62.32,203.69,6443.61,6647.3
"CostaMesacity",96357,"CA",40313,40.313,7.67,16.52,4.17,5980.4,141,71.03,9.17,6.86,0.233506647155889,1968,5.05,30.33,186.01,227.45,1263.62,4971.59,985.63,26.28,448.84,7247.12,7695.96
"LosAlamitoscity",11676,"CA",45171,45.171,2.06,14.1,4.24,2798.7,NA,72.58,4.38,12.65,0.196985268927715,1967,0,24.85,149.09,182.22,1184.46,2310.94,836.58,140.81,356.16,4472.79,4828.95
"SouthOrangeVillagetownship",16390,"NJ",64338,64.338,2.1,9.98,3.64,5529.7,NA,84.96,3.03,24.52,0,1939,0,12.01,492.26,168.09,1344.7,2989.55,2977.55,0,672.36,7311.8,7984.16
"RedBluffcity",12363,"CA",19474,19.474,1.29,21.66,9.88,1641.4,NA,63.66,20.41,33.6,0.250748200275014,1967,0,44.94,119.84,816.42,793.95,5759.87,561.76,67.41,981.2,7182.99,8164.19
"Plainfieldtown",10433,"IN",34466,34.466,0.21,15.5,2.43,2705.7,NA,79.63,4.59,27.97,0,1966,0,44.38,12.68,133.15,437.48,2079.63,145.83,12.68,190.21,2675.62,2865.83
"Fredericksburgcity",19027,"VA",26614,26.614,0.98,26.25,3.32,1746.9,NA,62.35,12.29,22.02,0.0683239606874442,1964,4.47,40.21,120.63,281.46,455.7,2819.1,142.97,53.61,446.77,3471.38,3918.15
"Colleyvillecity",12724,"TX",77530,77.53,1.02,6.98,3.12,937,NA,93.6,1.25,44.65,0,1982,0,5.29,5.29,21.17,164.04,1211.77,42.33,5.29,31.75,1423.43,1455.18
"Pittsburgcity",47564,"CA",38532,38.532,5.46,23.51,7,4222.7,NA,71.49,10.79,13.7,0.273315953241948,1975,3.82,34.42,380.52,449.36,1719.03,2587.15,502.9,34.42,868.12,4843.5,5711.62
"MissionViejocity",72820,"CA",61058,61.058,2.31,6.33,2.9,4027.7,NA,85.98,1.96,24.77,0,1978,3.56,15.43,37.99,168.58,815.59,1827.05,261.18,41.55,225.56,2945.37,3170.93
"LongBeachcity",429433,"CA",31938,31.938,7.67,24.49,6.54,8287.7,643,64.25,16.82,16.67,0.0917488874865229,1955,28.9,45.87,852.46,704.76,1554.92,3235.53,1748.95,55.73,1631.99,6595.13,8227.12
"Duluthcity",85493,"MN",23370,23.37,0.27,18.58,7.22,1220.6,125,69.42,16.57,36.19,0.354414981343502,1939,7.08,26.92,62.51,260.67,1013.2,3852.28,316.11,16.51,357.18,5198.1,5555.28
"Shelbycity",14669,"NC",19829,19.829,0.35,38.97,8.57,1612.7,NA,48.59,19.27,37.4,0.115890653759629,1960,18.67,74.69,435.68,890.02,2825.67,5831.83,255.18,43.57,1419.06,8956.25,10375.31
"Coronacity",76095,"CA",43555,43.555,5.47,23.88,5.76,2579.1,NA,81.42,8.31,18.37,0.073592220251002,1982,1.07,29.99,253.84,234.56,1662.29,3319.23,1428.8,24.63,519.46,6434.95,6954.41
"Beverlycity",38195,"MA",39603,39.603,0.59,12.89,5.42,2388,NA,75.42,6.62,31.19,0.112580180651918,1948,0,10.27,35.93,41.06,1380.69,1511.57,272.03,10.27,87.26,3174.56,3261.82
"CoralSpringscity",79443,"FL",43428,43.428,2.86,10.81,3.85,3265,153,81.78,5.16,23.78,0,1982,1.06,19.14,44.67,229.72,732.78,3165.08,274.39,4.25,294.59,4176.5,4471.09
"NorthBranfordtown",12996,"CT",50798,50.798,0.06,15.75,2.81,503.3,NA,87.61,2.05,48.06,0,1964,0,7.6,7.6,38,531.96,1314.69,121.59,0,53.2,1968.24,2021.44
"Geneseetownship",24093,"MI",30160,30.16,0.11,27.6,11.36,791.2,NA,66.84,13.77,53.42,0,1962,8.08,26.92,60.59,371.64,1123.01,1943.04,367.6,36.36,467.23,3470.01,3937.24
"SanBrunocity",38961,"CA",42019,42.019,4.67,15.96,4.12,5846.5,NA,77.36,4.77,19.14,0.0128333461666795,1960,0,19.63,134.95,127.59,466.18,3454.62,534.88,24.54,282.17,4480.22,4762.39
"Valdostacity",39806,"GA",21864,21.864,0.57,30.5,7.67,1451.1,NA,59.97,23.83,43.96,0.00251218409285032,1968,17.5,37.19,358.76,544.7,1649.42,4348.87,350.01,6.56,958.15,6354.86,7313.01
"OklahomaCitycity",444719,"OK",25741,25.741,1.03,21.78,7.06,705.8,863,68.95,15.86,50.46,0.228458869533346,1967,17.16,110.46,369.77,892.47,2144.85,6287.86,1188.04,90.08,1389.86,9710.83,11100.69
"PortLavacacity",10886,"TX",21946,21.946,1.9,35.51,9.97,1642.4,NA,74.74,20.44,54.66,0,1966,0,25.49,67.98,1147.18,1317.13,3713.46,237.93,50.99,1240.65,5319.51,6560.16
"Alicecity",19788,"TX",18962,18.962,0.13,41.74,9.97,1631.1,NA,76.31,28.5,68.2,0,1964,0,38.55,48.19,587.92,1874.61,4631.1,197.58,106.02,674.66,6809.31,7483.97
"Sterlingcity",10362,"CO",20189,20.189,0.42,22.38,4.52,1853,NA,73.18,16.91,58.44,0,1955,0,18.94,9.47,132.6,634.59,3542.34,132.6,18.94,161.01,4328.47,4489.48
"Coronadocity",26540,"CA",47790,47.79,2.56,5.88,1.71,3324.1,NA,80.21,4.07,28.88,0,1966,13.67,13.67,86.6,218.78,975.39,2515.95,660.89,41.02,332.72,4193.25,4525.97
"Bremertoncity",38142,"WA",22610,22.61,1.06,17.96,7.4,1851.6,NA,68.32,18.1,36.72,0.0786534528865817,1951,0,99.97,146.46,374.29,850.87,3656.86,318.49,13.95,620.72,4840.17,5460.89
"RapidCitycity",54523,"SD",25740,25.74,0.62,15.07,5.21,1489.4,NA,72.67,13.65,19.3,0.271445078223869,1967,1.72,77.26,42.92,321.04,825.78,4999.31,243.79,21.08,442.94,6089.96,6532.9
"LaPalmacity",15392,"CA",54364,54.364,5.24,11.15,2.5,8169.9,NA,83.33,5.89,15.83,0,1971,6.22,12.43,99.45,254.85,870.21,2349.58,795.62,74.59,372.95,4090,4462.95
"Glenviewvillage",37093,"IL",59020,59.02,1.72,7.79,2.42,2996.2,NA,89.47,1.71,23.86,0,1963,2.65,26.92,10.61,53.04,379.21,1943.78,82.21,0,93.22,2405.2,2498.42
"Dinubacity",12743,"CA",22032,22.032,6.4,50.72,14.95,4583.8,NA,72.43,22.58,35.92,0,1967,0,22.02,73.42,491.89,1431.61,3002.72,535.94,7.34,587.33,4977.61,5564.94
"TempleTerracecity",16444,"FL",37156,37.156,1.76,7.82,2.92,3209.2,NA,74.99,6.67,18.47,0,1977,12.05,0,144.54,54.2,740.79,2553.6,517.95,0,210.79,3812.34,4023.13
"Bendcity",20469,"OR",25787,25.787,0.29,14.69,4.24,1470.9,NA,70.49,13.15,17.99,0.48854365137525,1969,0,41.02,106.66,352.79,1448.09,7650.65,332.28,32.82,500.47,9463.84,9964.31
"Bernardstownship",17199,"NJ",70000,70,0.98,6.81,2.86,691.9,NA,91.41,1.52,28.75,0,1977,0,0,0,75.72,248.8,919.47,48.68,0,75.72,1216.95,1292.67
"Pocatellocity",46080,"ID",24955,24.955,0.51,16.93,6.09,1610.3,NA,76.98,15.34,43.03,0.0412326388888889,1961,1.96,66.73,33.37,243.39,685.01,3218.97,176.65,19.63,345.45,4100.26,4445.71
"Clearlakecity",11804,"CA",16600,16.6,0.28,38.79,12.8,1101.9,NA,55.92,22.15,57.4,0.0508302270416808,1971,7.63,83.97,137.4,1458.02,3519.08,4564.89,580.15,99.24,1687.02,8763.36,10450.38
"Gulfportcity",40775,"MS",21174,21.174,0.32,25.24,7.69,1740.1,NA,60.68,20.32,35.88,0.166768853464132,1965,6.03,43.69,129.57,215.45,712.65,3204.66,248.6,31.64,394.74,4197.55,4592.29
"Fremontcity",17648,"OH",25385,25.385,0.22,26.83,10.08,2753.9,NA,65.47,14.66,35.33,0.0453309156844968,1941,0,27.45,87.85,225.13,812.65,4134.64,236.11,38.44,340.43,5221.84,5562.27
"Midlandcity",37819,"MI",39087,39.087,1.3,11.52,4.97,1341.7,NA,82.21,9.26,24.17,0.0449509505803961,1964,0,26.92,25.13,115.61,276.47,2375.09,80.43,15.08,167.66,2747.07,2914.73
"Laurelcity",18827,"MS",16997,16.997,0.12,36.81,9.03,1180.5,NA,54.87,30.18,55.83,0.0265576034418654,1957,15.34,76.69,281.19,226.525,2290.39,6027.61,531.7,40.9,599.745,8890.6,9490.345
"MountVernoncity",67153,"NY",34850,34.85,5.23,29.22,7.41,14786.2,NA,57.46,11.8,41.25,0.166783315711882,1939,7.61,47.15,663.2,728.61,1461.77,2476.35,1402.45,41.07,1446.57,5381.64,6828.21
"Raytowncity",30601,"MO",32002,32.002,0.1,15.17,3.91,2981.4,NA,76.36,4.78,24.08,0,1962,0,19.87,132.45,119.21,798.01,2221.85,437.09,76.16,271.53,3533.11,3804.64
"Natchitochescity",16609,"LA",14509,14.509,0.18,32.7,14.52,1585.4,NA,51.34,39.79,64.68,0,1967,5.93,47.43,207.51,527.66,1831.98,4310.19,332.01,0,788.53,6474.18,7262.71
"Lebanoncity",10453,"OH",27095,27.095,0.11,25,1.93,1087.9,NA,74.48,8.65,30.23,0,1965,0,170.98,76.94,145.34,1008.81,3505.17,196.63,8.55,393.26,4719.16,5112.42
"Pariscity",24699,"TX",18743,18.743,0.73,34.74,8.5,876.6,NA,64.79,25.43,50.4,0.0283412283898134,1965,11.99,83.96,167.92,1519.27,2206.94,6896.69,559.73,55.97,1783.14,9719.33,11502.47
"Hawthorneborough",17084,"NJ",43109,43.109,1.74,22.97,3.95,4854.5,NA,83.95,3.42,42.41,0,1947,0,27.52,27.52,22.01,462.3,1552.01,126.58,0,77.05,2140.89,2217.94
"DeSotocity",30544,"TX",45550,45.55,0.3,12,4.11,1365.5,NA,80.68,3.98,32.48,0,1981,0,25.31,92.8,157.48,1155.76,3093.28,455.56,25.31,275.59,4729.91,5005.5
"SunPrairiecity",15333,"WI",35301,35.301,0.11,16.07,2.75,2105.1,NA,77.92,3.13,14.16,0,1970,0,22.79,0,51.29,393.21,3766.81,153.86,34.19,74.08,4348.07,4422.15
"Hendersonvillecity",32188,"TN",38068,38.068,0.62,16.66,3.69,1407.8,NA,82.54,4.49,32.78,0,1975,0,29.57,34.95,336.04,583.36,1914.08,10.75,2.69,400.56,2510.88,2911.44
"BoyntonBeachcity",46194,"FL",28824,28.824,3.14,26.93,5.26,2945.3,NA,65.86,9.59,24.47,0.0346365328830584,1976,7.69,28.84,386.45,934.4,1868.8,4533.57,811.35,11.54,1357.38,7225.26,8582.64
"Raritantownship",15616,"NJ",61524,61.524,1.41,10.04,2.46,398.2,NA,91.65,2.31,60.97,0.121670081967213,1982,0,6.26,6.26,43.79,306.56,1851.85,81.33,0,56.31,2239.74,2296.05
"TraverseCitycity",15116,"MI",27373,27.373,0.06,15.93,4.19,1838.9,NA,74.12,8.7,38.53,0.469700979094999,1949,0,26.92,12.67,202.75,620.92,4137.36,82.37,12.67,242.34,4853.32,5095.66
"Rockwallcity",10486,"TX",44130,44.13,0.32,13.65,4.58,690.4,NA,83.3,7.64,47.75,0,1980,0,28.67,71.67,293.86,623.57,2300.75,193.52,50.17,394.2,3168.01,3562.21
"Meridiancity",41036,"MS",18004,18.004,0.09,31.39,9.45,1111.6,NA,54.92,27.76,50.83,0.0706696559118822,1961,16.26,44.13,181.16,204.39,1149.69,2838.23,276.39,23.23,445.94,4287.54,4733.48
"NewPortRicheycity",14044,"FL",18514,18.514,0.18,32.74,5.97,3224.1,NA,65.16,14.61,35.63,0.0213614354884648,1974,0,0,104.43,417.7,1879.65,4150.89,306.75,26.11,522.13,6363.4,6885.53
"LowerAllentownship",15254,"PA",37461,37.461,0.6,16.98,2.17,1431.1,NA,80.66,3.65,14.01,0,1963,0,12.89,25.78,58.01,219.16,2339.82,45.12,0,96.68,2604.1,2700.78
"Willingborotownship",36291,"NJ",47121,47.121,0.78,15.27,5.61,4547.1,NA,75.95,4.47,38.02,0,1964,2.69,26.92,91.52,172.28,734.88,2180.41,495.3,48.45,293.41,3459.04,3752.45
"RidgefieldParkvillage",12454,"NJ",42464,42.464,2.5,21.54,4.59,6943.6,NA,80.93,5.1,52.2,0,1939,0,0,15.9,55.64,166.93,1009.54,254.37,7.95,71.54,1438.79,1510.33
"Emmetttownship",10764,"MI",30200,30.2,0.6,24.27,8.18,322.2,NA,77.13,11.94,29.84,0,1959,9.04,26.92,144.69,479.29,1347.44,3644.42,316.51,144.69,659.94,5453.06,6113
"Hinghamtown",19821,"MA",60274,60.274,0.25,5.83,5.9,851.4,NA,86.79,2.64,39.43,0.136219161495384,1953,0,14.23,18.98,4.74,602.52,1556.12,175.54,0,37.95,2334.18,2372.13
"ElDoradocity",23146,"AR",19205,19.205,0.09,32.44,7.53,1429.8,NA,62.36,24.83,55.27,0,1957,16.54,45.49,194.38,260.55,1683.21,4334.16,244,12.41,516.96,6273.78,6790.74
"Westbrookcity",16121,"ME",29833,29.833,0.21,21.1,4.97,922.6,NA,71.97,9.67,32.09,0,1951,0,25.4,25.4,31.75,768.3,3314.5,266.68,38.1,82.55,4387.58,4470.13
"Newburghcity",26454,"NY",22224,22.224,4.82,42.12,11.79,6681,NA,48.4,26.23,49.95,0.604823467150525,1939,19.49,101.33,553.43,880.82,2057.84,2864.6,206.56,85.74,1555.07,5214.74,6769.81
"Butlertownship",17625,"PA",31503,31.503,0,20.07,5.17,788.6,NA,82.89,7.56,56.71,0,1958,0,11.35,3.78,37.82,132.38,1618.82,128.6,0,52.95,1879.8,1932.75
"Lindencity",36701,"NJ",35911,35.911,2.96,31.78,6.69,3278.7,124,73.35,5.63,40.15,0,1953,2.72,21.77,244.88,261.2,976.79,2671.89,982.23,43.53,530.57,4674.44,5205.01
"Kalamazoocity",80277,"MI",23207,23.207,1.82,20.41,9.17,3153.6,240,57.08,26.23,34.15,0.239171867409096,1953,9.74,26.92,302.07,4058.51,1593.2,4972.05,534.72,103.53,4397.24,7203.5,11600.74
